team,wcyear,opponent,GF,GA,possession_number,shot,goal,wentback,timediff,players_behind,possess,Short,Medium,Long,No_passes,champion,round,goaldiff,,timediff,players_behind,passes
France,2014,Ecuador,0,0,63,F,F,F,3,7,F,0,0,0,T,F,G,0,,,,0
France,2014,Germany,0,1,21,F,F,F,3,7,F,0,1,0,F,F,QF,-1,,,,1
France,2014,Germany,0,1,47,F,F,T,3,7,F,0,0,1,F,F,QF,-1,,,,1
France,2014,Germany,0,1,76,F,F,F,3,7,F,0,0,1,F,F,QF,-1,,,,1
France,2014,Nigeria,2,0,14,F,F,F,3,7,F,0,0,1,F,F,S,2,,,,1
France,2014,Nigeria,2,0,65,T,T,F,3,7,F,0,2,0,F,F,S,2,,,,2
France,2014,Switerland,5,2,29,F,F,F,3,7,F,0,0,1,F,F,G,3,,,,1
France,2018,Belgium,1,0,55,F,F,F,3,7,F,0,0,1,F,T,SF,1,,,,1
France,2018,Croatia,4,2,18,F,F,F,3,7,F,0,0,1,F,T,F,2,,,,1
France,2018,Croatia,4,2,42,F,F,F,3,7,F,0,1,0,F,T,F,2,,,,1
France,2018,Croatia,4,2,59,F,F,F,3,7,F,0,0,1,F,T,F,2,,,,1
France,2018,Croatia,4,2,74,F,F,F,3,7,F,0,1,0,F,T,F,2,,,,1
France,2018,Peru,1,0,61,F,F,F,3,7,F,0,1,1,F,T,G,1,,,,2
Germany,2010,Argentina,4,0,51,F,F,F,3,7,T,0,2,0,F,F,QF,4,,,,2
Germany,2010,England,4,1,14,F,F,F,3,7,T,0,0,1,F,F,S,3,,,,1
Germany,2010,England,4,1,47,F,F,F,3,7,T,0,0,1,F,F,S,3,,,,1
Germany,2010,England,4,1,49,F,F,F,3,7,T,0,0,1,F,F,S,3,,,,1
Germany,2010,England,4,1,64,T,F,F,3,7,T,0,0,1,F,F,S,3,,,,1
Germany,2010,Ghana,1,0,19,F,F,F,3,7,T,2,1,0,F,F,G,1,,,,3
Germany,2010,Ghana,1,0,63,F,F,T,3,7,T,0,1,1,F,F,G,1,,,,2
Germany,2010,Serbia,0,1,24,F,F,F,3,7,T,1,0,0,F,F,G,-1,,,,1
Germany,2010,Serbia,0,1,45,T,F,F,3,7,T,0,1,0,F,F,G,-1,,,,1
Germany,2010,Serbia,0,1,64,F,F,F,3,7,T,0,1,0,F,F,G,-1,,,,1
Germany,2010,Spain,0,1,10,F,F,T,3,7,T,0,1,0,F,F,SF,-1,,,,1
Germany,2010,Spain,0,1,16,F,F,T,3,7,T,0,0,1,F,F,SF,-1,,,,1
Germany,2010,Spain,0,1,53,F,F,F,3,7,T,0,1,0,F,F,SF,-1,,,,1
Germany,2010,Uruguay,3,2,3,F,F,T,3,7,T,1,1,0,F,F,TPP,1,,,,2
Germany,2010,Uruguay,3,2,10,F,F,F,3,7,T,0,0,1,F,F,TPP,1,,,,1
Germany,2010,Uruguay,3,2,46,F,F,F,3,7,T,0,1,0,F,F,TPP,1,,,,1
Germany,2010,Uruguay,3,2,48,F,F,F,3,7,T,0,0,0,T,F,TPP,1,,,,0
Germany,2014,Algeria,2,1,61,F,F,F,3,7,T,0,0,1,F,T,S,1,,,,1
Germany,2014,Algeria,2,1,104,F,F,F,3,7,T,2,1,0,F,T,S,1,,,,3
Germany,2014,Argentina,1,0,68,F,F,T,3,7,T,0,2,0,F,T,F,1,,,,2
Germany,2014,Argentina,1,0,87,F,F,F,3,7,T,0,0,1,F,T,F,1,,,,1
Germany,2014,Argentina,1,0,89,F,F,F,3,7,T,0,2,0,F,T,F,1,,,,2
Germany,2014,Argentina,1,0,102,F,F,F,3,7,T,0,0,0,T,T,F,1,,,,0
Germany,2014,Brazil,7,1,5,F,F,F,3,7,T,0,2,0,F,T,SF,6,,,,2
Germany,2014,Brazil,7,1,82,F,F,T,3,7,T,0,2,0,F,T,SF,6,,,,2
Germany,2014,France,1,0,33,F,F,T,3,7,T,0,1,0,F,T,QF,1,,,,1
Germany,2014,Ghana,2,2,9,F,F,F,3,7,T,1,1,0,F,T,G,0,,,,2
Germany,2018,Mexico,0,1,13,F,F,F,3,7,T,0,2,0,F,F,G,-1,,,,2
Germany,2018,Mexico,0,1,65,F,F,F,3,7,T,0,1,0,F,F,G,-1,,,,1
Germany,2018,Sweden,2,1,104,F,F,F,3,7,T,0,1,0,F,F,G,1,,,,1
Spain,2010,Germany,1,0,53,F,F,F,3,7,T,1,1,0,F,T,SF,1,,,,2
Spain,2010,Germany,1,0,84,F,F,F,3,7,T,0,2,0,F,T,SF,1,,,,2
Spain,2010,Honduras,2,0,71,T,F,F,3,7,T,0,1,0,F,T,G,2,,,,1
Spain,2010,Netherlands,1,0,21,F,F,F,3,7,T,0,0,1,F,T,F,1,,,,1
Spain,2010,Paraguary,1,0,77,F,F,F,3,7,T,0,0,1,F,T,QF,1,,,,1
Spain,2010,Portugal,1,0,84,F,F,F,3,7,T,0,1,0,F,T,S,1,,,,1
Spain,2010,Portugal,1,0,93,F,F,F,3,7,T,0,2,0,F,T,S,1,,,,2
Spain,2010,Switzerland,0,1,83,F,F,F,3,7,T,0,1,0,F,T,G,-1,,,,1
Spain,2010,Switzerland,0,1,105,T,F,F,3,7,T,0,2,0,F,T,G,-1,,,,2
Spain,2014,Australia,3,0,62,F,F,T,3,7,T,0,2,0,F,F,G,3,,,,2
Spain,2014,Australia,3,0,64,F,F,F,3,7,T,1,2,0,F,F,G,3,,,,3
Spain,2014,Chile,0,2,9,F,F,F,3,7,T,1,1,0,F,F,G,-2,,,,2
Spain,2014,Chile,0,2,37,F,F,F,3,7,T,1,2,0,F,F,G,-2,,,,3
Spain,2014,Netherlands,1,5,26,F,F,F,3,7,T,0,2,0,F,F,G,-4,,,,2
Spain,2014,Netherlands,1,5,74,F,F,F,3,7,T,0,1,0,F,F,G,-4,,,,1
Spain,2018,Morocco,2,2,58,F,F,F,3,7,T,0,1,0,F,F,G,0,,,,1
Spain,2018,Portugal,3,3,61,F,T,F,3,7,T,1,0,0,F,F,G,0,,,,1
France,2010,Mexico,0,2,67,F,F,F,3,8,F,0,1,0,F,F,G,-2,,,,1
France,2010,South Africa,1,2,34,F,F,F,3,8,F,0,0,1,F,F,G,-1,,,,1
France,2010,South Africa,1,2,47,F,F,F,3,8,F,0,0,0,T,F,G,-1,,,,0
France,2010,Uruguay,0,0,89,F,F,F,3,8,F,1,0,0,F,F,G,0,,,,1
France,2014,Ecuador,0,0,2,F,F,F,3,8,F,0,2,0,F,F,G,0,,,,2
France,2014,Ecuador,0,0,57,F,F,T,3,8,F,0,2,0,F,F,G,0,,,,2
France,2014,Ecuador,0,0,85,F,F,F,3,8,F,0,1,0,F,F,G,0,,,,1
France,2014,Ecuador,0,0,94,F,F,T,3,8,F,0,1,0,F,F,G,0,,,,1
France,2014,Germany,0,1,79,F,F,F,3,8,F,0,0,1,F,F,QF,-1,,,,1
France,2014,Nigeria,2,0,40,F,F,F,3,8,F,0,0,1,F,F,S,2,,,,1
France,2014,Switerland,5,2,27,T,F,F,3,8,F,0,0,1,F,F,G,3,,,,1
France,2018,Australia,2,1,22,F,F,F,3,8,F,1,1,0,F,T,G,1,,,,2
France,2018,Australia,2,1,89,F,F,T,3,8,F,0,1,0,F,T,G,1,,,,1
France,2018,Belgium,1,0,31,T,F,F,3,8,F,0,1,0,F,T,SF,1,,,,1
France,2018,Croatia,4,2,6,F,F,F,3,8,F,0,0,1,F,T,F,2,,,,1
France,2018,Denmark,0,0,75,F,F,T,3,8,F,0,1,0,F,T,G,0,,,,1
France,2018,Peru,1,0,3,F,F,F,3,8,F,0,0,0,T,T,G,1,,,,0
France,2018,Uruguay,2,0,30,F,F,F,3,8,F,1,0,0,F,T,QF,2,,,,1
France,2018,Uruguay,2,0,60,F,F,F,3,8,F,0,0,1,F,T,QF,2,,,,1
France,2018,Uruguay,2,0,65,F,F,F,3,8,F,0,0,1,F,T,QF,2,,,,1
France,2018,Uruguay,2,0,74,T,F,F,3,8,F,1,2,0,F,T,QF,2,,,,3
France,2018,Uruguay,2,0,84,F,F,F,3,8,F,0,2,0,F,T,QF,2,,,,2
Germany,2010,Argentina,4,0,41,F,F,F,3,8,T,0,2,0,F,F,QF,4,,,,2
Germany,2010,Australia,4,0,61,F,F,T,3,8,T,0,2,0,F,F,G,4,,,,2
Germany,2010,Australia,4,0,75,F,F,F,3,8,T,0,1,0,F,F,G,4,,,,1
Germany,2010,England,4,1,77,F,F,T,3,8,T,0,2,0,F,F,S,3,,,,2
Germany,2010,England,4,1,81,F,F,T,3,8,T,0,2,0,F,F,S,3,,,,2
Germany,2010,Serbia,0,1,49,T,F,F,3,8,T,0,1,0,F,F,G,-1,,,,1
Germany,2014,Argentina,1,0,9,F,F,T,3,8,T,0,1,0,F,T,F,1,,,,1
Germany,2014,Argentina,1,0,10,F,F,T,3,8,T,1,2,0,F,T,F,1,,,,3
Germany,2014,Argentina,1,0,26,F,F,T,3,8,T,0,1,0,F,T,F,1,,,,1
Germany,2014,Brazil,7,1,35,F,F,F,3,8,T,0,0,1,F,T,SF,6,,,,1
Germany,2018,Korea,0,2,91,T,F,F,3,8,T,0,1,0,F,F,G,-2,,,,1
Germany,2018,Mexico,0,1,66,F,F,F,3,8,T,0,0,1,F,F,G,-1,,,,1
Germany,2018,Sweden,2,1,6,F,F,T,3,8,T,0,2,0,F,F,G,1,,,,2
Spain,2010,Chile,2,1,98,F,F,T,3,8,T,0,0,0,T,T,G,1,,,,0
Spain,2010,Germany,1,0,5,F,F,F,3,8,T,0,2,0,F,T,SF,1,,,,2
Spain,2010,Germany,1,0,16,F,F,T,3,8,T,0,2,0,F,T,SF,1,,,,2
Spain,2010,Germany,1,0,51,F,F,F,3,8,T,0,0,1,F,T,SF,1,,,,1
Spain,2010,Netherlands,1,0,3,F,F,T,3,8,T,0,2,0,F,T,F,1,,,,2
Spain,2010,Paraguary,1,0,37,F,F,F,3,8,T,0,2,0,F,T,QF,1,,,,2
Spain,2010,Paraguary,1,0,40,F,F,F,3,8,T,0,2,0,F,T,QF,1,,,,2
Spain,2010,Paraguary,1,0,68,F,F,F,3,8,T,0,2,0,F,T,QF,1,,,,2
Spain,2010,Paraguary,1,0,86,F,F,F,3,8,T,0,1,0,F,T,QF,1,,,,1
Spain,2010,Portugal,1,0,40,F,F,F,3,8,T,0,1,0,F,T,S,1,,,,1
Spain,2014,Netherlands,1,5,6,F,F,T,3,8,T,0,2,0,F,F,G,-4,,,,2
Spain,2014,Netherlands,1,5,63,F,F,F,3,8,T,0,2,0,F,F,G,-4,,,,2
Spain,2014,Netherlands,1,5,67,F,F,F,3,8,T,1,1,0,F,F,G,-4,,,,2
Spain,2018,Iran,1,0,88,F,F,T,3,8,T,2,1,0,F,F,G,1,,,,3
Spain,2018,Morocco,2,2,22,F,F,T,3,8,T,0,0,0,T,F,G,0,,,,0
Spain,2018,Portugal,3,3,81,F,F,T,3,8,T,1,2,0,F,F,G,0,,,,3
France,2010,Uruguay,0,0,95,T,F,F,3,9,F,1,0,1,F,F,G,0,,,,2
France,2014,Germany,0,1,14,F,F,F,3,9,F,0,1,0,F,F,QF,-1,,,,1
France,2014,Germany,0,1,68,F,F,F,3,9,F,0,1,0,F,F,QF,-1,,,,1
France,2014,Honduras,3,0,85,F,F,T,3,9,F,0,2,0,F,F,G,3,,,,2
France,2018,Australia,2,1,5,F,F,T,3,9,F,0,1,0,F,T,G,1,,,,1
France,2018,Australia,2,1,47,F,F,T,3,9,F,0,1,0,F,T,G,1,,,,1
France,2018,Belgium,1,0,14,F,F,T,3,9,F,0,2,0,F,T,SF,1,,,,2
France,2018,Belgium,1,0,15,T,F,F,3,9,F,0,2,0,F,T,SF,1,,,,2
France,2018,Belgium,1,0,58,F,F,F,3,9,F,0,0,1,F,T,SF,1,,,,1
France,2018,Croatia,4,2,8,F,F,T,3,9,F,0,1,1,F,T,F,2,,,,2
France,2018,Denmark,0,0,5,F,F,F,3,9,F,1,1,0,F,T,G,0,,,,2
France,2018,Denmark,0,0,18,F,F,F,3,9,F,0,2,0,F,T,G,0,,,,2
France,2018,Denmark,0,0,70,F,F,F,3,9,F,1,0,0,F,T,G,0,,,,1
France,2018,Denmark,0,0,91,F,F,F,3,9,F,1,2,0,F,T,G,0,,,,3
France,2018,Peru,1,0,11,F,F,T,3,9,F,0,2,0,F,T,G,1,,,,2
France,2018,Peru,1,0,36,F,F,F,3,9,F,1,2,0,F,T,G,1,,,,3
France,2018,Peru,1,0,49,F,F,F,3,9,F,0,0,1,F,T,G,1,,,,1
France,2018,Peru,1,0,54,F,F,F,3,9,F,1,1,0,F,T,G,1,,,,2
France,2018,Peru,1,0,78,F,F,F,3,9,F,0,1,0,F,T,G,1,,,,1
France,2018,Uruguay,2,0,69,T,F,F,3,9,F,0,2,0,F,T,QF,2,,,,2
Germany,2010,Australia,4,0,5,F,F,F,3,9,T,0,2,0,F,F,G,4,,,,2
Germany,2010,England,4,1,11,F,F,T,3,9,T,0,2,0,F,F,S,3,,,,2
Germany,2010,Serbia,0,1,15,F,F,F,3,9,T,0,2,0,F,F,G,-1,,,,2
Germany,2010,Serbia,0,1,71,F,F,F,3,9,T,0,1,0,F,F,G,-1,,,,1
Germany,2010,Spain,0,1,58,F,F,F,3,9,T,1,1,0,F,F,SF,-1,,,,2
Germany,2010,Spain,0,1,64,F,F,F,3,9,T,0,1,0,F,F,SF,-1,,,,1
Germany,2010,Spain,0,1,79,F,F,F,3,9,T,0,1,1,F,F,SF,-1,,,,2
Germany,2014,Algeria,2,1,8,F,F,F,3,9,T,0,2,0,F,T,S,1,,,,2
Germany,2014,Algeria,2,1,33,F,F,T,3,9,T,0,1,0,F,T,S,1,,,,1
Germany,2014,Algeria,2,1,68,F,F,T,3,9,T,0,2,0,F,T,S,1,,,,2
Germany,2014,Algeria,2,1,69,F,F,T,3,9,T,0,2,0,F,T,S,1,,,,2
Germany,2014,Argentina,1,0,12,F,F,T,3,9,T,0,2,0,F,T,F,1,,,,2
Germany,2014,Argentina,1,0,15,F,F,F,3,9,T,0,1,0,F,T,F,1,,,,1
Germany,2014,Argentina,1,0,69,F,F,T,3,9,T,0,2,0,F,T,F,1,,,,2
Germany,2014,Argentina,1,0,98,F,F,F,3,9,T,0,2,0,F,T,F,1,,,,2
Germany,2014,Brazil,7,1,33,T,F,F,3,9,T,0,2,0,F,T,SF,6,,,,2
Germany,2014,Ghana,2,2,74,F,F,T,3,9,T,1,0,0,F,T,G,0,,,,1
Germany,2014,US,1,0,88,F,F,F,3,9,T,1,0,0,F,T,G,1,,,,1
Germany,2014,US,1,0,106,F,F,F,3,9,T,0,2,0,F,T,G,1,,,,2
Germany,2018,Korea,0,2,15,F,F,F,3,9,T,0,1,0,F,F,G,-2,,,,1
Germany,2018,Korea,0,2,28,F,F,T,3,9,T,1,0,0,F,F,G,-2,,,,1
Germany,2018,Korea,0,2,70,F,F,T,3,9,T,0,1,0,F,F,G,-2,,,,1
Germany,2018,Korea,0,2,76,F,F,F,3,9,T,0,2,0,F,F,G,-2,,,,2
Germany,2018,Korea,0,2,80,F,F,F,3,9,T,0,2,0,F,F,G,-2,,,,2
Germany,2018,Korea,0,2,96,F,F,F,3,9,T,0,1,0,F,F,G,-2,,,,1
Germany,2018,Mexico,0,1,36,F,F,F,3,9,T,0,1,0,F,F,G,-1,,,,1
Germany,2018,Mexico,0,1,99,T,F,F,3,9,T,0,2,0,F,F,G,-1,,,,2
Germany,2018,Sweden,2,1,80,F,F,T,3,9,T,0,1,0,F,F,G,1,,,,1
Germany,2018,Sweden,2,1,97,F,F,T,3,9,T,1,2,0,F,F,G,1,,,,3
Spain,2010,Chile,2,1,27,F,F,T,3,9,T,0,0,0,T,T,G,1,,,,0
Spain,2010,Chile,2,1,29,F,F,F,3,9,T,1,1,0,F,T,G,1,,,,2
Spain,2010,Chile,2,1,95,F,F,T,3,9,T,0,2,0,F,T,G,1,,,,2
Spain,2010,Chile,2,1,101,F,F,T,3,9,T,0,1,0,F,T,G,1,,,,1
Spain,2010,Germany,1,0,43,F,F,F,3,9,T,0,2,0,F,T,SF,1,,,,2
Spain,2010,Germany,1,0,66,T,F,F,3,9,T,0,2,0,F,T,SF,1,,,,2
Spain,2010,Germany,1,0,73,F,F,F,3,9,T,0,2,0,F,T,SF,1,,,,2
Spain,2010,Portugal,1,0,2,F,F,F,3,9,T,0,1,0,F,T,S,1,,,,1
Spain,2010,Portugal,1,0,15,F,F,F,3,9,T,1,1,0,F,T,S,1,,,,2
Spain,2010,Portugal,1,0,53,F,F,F,3,9,T,0,0,0,T,T,S,1,,,,0
Spain,2010,Portugal,1,0,55,T,F,F,3,9,T,0,1,0,F,T,S,1,,,,1
Spain,2010,Portugal,1,0,69,T,F,F,3,9,T,1,1,0,F,T,S,1,,,,2
Spain,2010,Switzerland,0,1,12,F,F,F,3,9,T,0,2,0,F,T,G,-1,,,,2
Spain,2010,Switzerland,0,1,95,F,F,T,3,9,T,0,2,0,F,T,G,-1,,,,2
Spain,2010,Switzerland,0,1,106,F,F,T,3,9,T,0,1,0,F,T,G,-1,,,,1
Spain,2010,Switzerland,0,1,114,F,F,F,3,9,T,0,2,0,F,T,G,-1,,,,2
Spain,2010,Switzerland,0,1,116,F,F,F,3,9,T,0,1,0,F,T,G,-1,,,,1
Spain,2018,Iran,1,0,57,NA,F,T,3,9,T,1,1,0,F,F,G,1,,,,2
Spain,2018,Iran,1,0,60,T,T,F,3,9,T,0,2,0,F,F,G,1,,,,2
Spain,2018,Iran,1,0,78,F,F,F,3,9,T,0,1,0,F,F,G,1,,,,1
Spain,2018,Portugal,3,3,57,F,F,T,3,9,T,0,2,0,F,F,G,0,,,,2
Spain,2018,Portugal,3,3,58,F,F,T,3,9,T,0,1,0,F,F,G,0,,,,1
Spain,2018,Portugal,3,3,75,F,F,F,3,9,T,1,1,0,F,F,G,0,,,,2
Spain,2018,Russia,1,1,19,F,F,T,3,9,T,1,1,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,60,F,F,F,3,9,T,0,0,1,F,F,S,0,,,,1
Spain,2018,Russia,1,1,85,F,F,T,3,9,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,164,F,F,F,3,9,T,0,1,0,F,F,S,0,,,,1
France,2014,Germany,0,1,40,F,F,F,3,10,F,0,0,0,T,F,QF,-1,,,,0
France,2014,Honduras,3,0,16,F,F,F,3,10,F,0,0,0,T,F,G,3,,,,0
France,2014,Honduras,3,0,41,T,T,F,3,10,F,0,2,0,F,F,G,3,,,,2
France,2018,Australia,2,1,84,T,T,F,3,10,F,1,1,0,F,T,G,1,,,,2
France,2018,Denmark,0,0,35,F,F,F,3,10,F,0,0,0,T,T,G,0,,,,0
France,2018,Denmark,0,0,38,F,F,F,3,10,F,0,2,0,F,T,G,0,,,,2
France,2018,Denmark,0,0,43,F,F,T,3,10,F,0,2,0,F,T,G,0,,,,2
France,2018,Denmark,0,0,50,F,F,F,3,10,F,0,2,0,F,T,G,0,,,,2
France,2018,Denmark,0,0,52,F,F,F,3,10,F,0,0,1,F,T,G,0,,,,1
Germany,2014,Algeria,2,1,34,F,F,F,3,10,T,0,2,0,F,T,S,1,,,,2
Germany,2014,Algeria,2,1,118,F,F,F,3,10,T,0,1,0,F,T,S,1,,,,1
Germany,2014,Argentina,1,0,71,T,F,F,3,10,T,0,2,0,F,T,F,1,,,,2
Germany,2014,Argentina,1,0,92,F,F,F,3,10,T,0,2,0,F,T,F,1,,,,2
Germany,2014,Argentina,1,0,116,F,F,F,3,10,T,0,1,0,F,T,F,1,,,,1
Germany,2014,Ghana,2,2,71,F,F,T,3,10,T,0,2,0,F,T,G,0,,,,2
Germany,2014,US,1,0,46,F,F,F,3,10,T,0,2,0,F,T,G,1,,,,2
Germany,2014,US,1,0,55,F,F,F,3,10,T,1,1,0,F,T,G,1,,,,2
Germany,2018,Korea,0,2,25,F,F,F,3,10,T,0,1,0,F,F,G,-2,,,,1
Germany,2018,Mexico,0,1,80,T,F,F,3,10,T,0,1,0,F,F,G,-1,,,,1
Germany,2018,Sweden,2,1,20,F,F,T,3,10,T,0,2,0,F,F,G,1,,,,2
Germany,2018,Sweden,2,1,65,F,F,T,3,10,T,0,2,0,F,F,G,1,,,,2
Germany,2018,Sweden,2,1,79,F,F,F,3,10,T,1,1,0,F,F,G,1,,,,2
Germany,2018,Sweden,2,1,81,F,F,F,3,10,T,1,2,0,F,F,G,1,,,,3
Spain,2010,Portugal,1,0,71,T,T,F,3,10,T,0,0,1,F,T,S,1,,,,1
Spain,2010,Switzerland,0,1,52,T,F,F,3,10,T,0,1,0,F,T,G,-1,,,,1
Spain,2010,Switzerland,0,1,59,F,F,F,3,10,T,0,1,0,F,T,G,-1,,,,1
Spain,2014,Chile,0,2,54,F,F,T,3,10,T,0,2,0,F,F,G,-2,,,,2
Spain,2014,Chile,0,2,56,F,F,F,3,10,T,0,2,0,F,F,G,-2,,,,2
Spain,2014,Chile,0,2,63,F,F,F,3,10,T,0,2,0,F,F,G,-2,,,,2
Spain,2018,Iran,1,0,3,F,F,T,3,10,T,0,2,0,F,F,G,1,,,,2
Spain,2018,Iran,1,0,6,F,F,T,3,10,T,0,2,0,F,F,G,1,,,,2
Spain,2018,Iran,1,0,21,NA,F,F,3,10,T,0,2,0,F,F,G,1,,,,2
Spain,2018,Iran,1,0,37,NA,F,F,3,10,T,0,1,0,F,F,G,1,,,,1
Spain,2018,Iran,1,0,42,NA,F,T,3,10,T,0,2,0,F,F,G,1,,,,2
Spain,2018,Morocco,2,2,5,F,F,T,3,10,T,0,2,0,F,F,G,0,,,,2
Spain,2018,Morocco,2,2,16,F,F,F,3,10,T,0,2,0,F,F,G,0,,,,2
Spain,2018,Morocco,2,2,63,F,F,F,3,10,T,0,2,0,F,F,G,0,,,,2
Spain,2018,Morocco,2,2,66,F,F,F,3,10,T,1,2,0,F,F,G,0,,,,3
Spain,2018,Morocco,2,2,89,F,F,NA,3,10,T,0,1,0,F,F,G,0,,,,1
Spain,2018,Russia,1,1,10,F,F,T,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,11,F,F,F,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,14,F,F,T,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,35,F,F,T,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,42,F,F,T,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,43,F,F,T,3,10,T,0,1,0,F,F,S,0,,,,1
Spain,2018,Russia,1,1,56,F,F,T,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,83,F,F,F,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,86,F,F,F,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,114,F,F,F,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,118,F,F,T,3,10,T,1,1,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,119,F,F,T,3,10,T,0,1,0,F,F,S,0,,,,1
Spain,2018,Russia,1,1,128,F,F,F,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,130,F,F,F,3,10,T,1,2,0,F,F,S,0,,,,3
Spain,2018,Russia,1,1,133,F,F,T,3,10,T,0,1,0,F,F,S,0,,,,1
Spain,2018,Russia,1,1,138,T,F,F,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,147,F,F,F,3,10,T,1,1,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,156,F,F,T,3,10,T,1,2,0,F,F,S,0,,,,3
Spain,2018,Russia,1,1,168,F,F,T,3,10,T,0,1,0,F,F,S,0,,,,1
Spain,2018,Russia,1,1,174,F,F,T,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,175,F,F,T,3,10,T,0,1,0,F,F,S,0,,,,1
Spain,2018,Russia,1,1,184,F,F,F,3,10,T,0,2,0,F,F,S,0,,,,2
Spain,2018,Russia,1,1,195,F,F,T,3,10,T,0,2,0,F,F,S,0,,,,2
France,2018,Belgium,1,0,8,F,F,F,4,0,F,0,0,1,F,T,SF,1,,,,1
Germany,2014,Argentina,1,0,135,F,F,F,4,0,T,1,0,1,F,T,F,1,,,,2
Germany,2010,Ghana,1,0,79,F,F,T,4,1,T,0,1,0,F,F,G,1,,,,1
Germany,2014,Portgual,4,0,61,F,F,F,4,1,T,0,2,0,F,T,G,4,,,,2
Spain,2010,Chile,2,1,75,F,F,F,4,1,T,0,0,1,F,T,G,1,,,,1
Spain,2010,Germany,1,0,34,F,F,F,4,1,T,0,0,1,F,T,SF,1,,,,1
France,2010,Uruguay,0,0,40,F,F,F,4,2,F,0,0,1,F,F,G,0,,,,1
France,2010,Uruguay,0,0,64,T,F,F,4,2,F,1,0,1,F,F,G,0,,,,2
France,2018,Australia,2,1,38,F,F,F,4,2,F,0,2,0,F,T,G,1,,,,2
Germany,2010,Australia,4,0,18,F,F,F,4,2,T,0,2,0,F,F,G,4,,,,2
Germany,2010,England,4,1,70,T,T,F,4,2,T,1,1,0,F,F,S,3,,,,2
Germany,2010,England,4,1,72,T,T,F,4,2,T,0,0,1,F,F,S,3,,,,1
Germany,2010,Spain,0,1,26,F,F,F,4,2,T,1,0,1,F,F,SF,-1,,,,2
Germany,2010,Spain,0,1,42,F,F,F,4,2,T,0,1,1,F,F,SF,-1,,,,2
Germany,2014,Argentina,1,0,56,F,F,F,4,2,T,0,0,1,F,T,F,1,,,,1
Germany,2014,France,1,0,68,T,F,F,4,2,T,2,1,0,F,T,QF,1,,,,3
Germany,2014,US,1,0,48,F,F,F,4,2,T,0,0,1,F,T,G,1,,,,1
France,2010,Mexico,0,2,7,F,F,F,4,3,F,1,0,1,F,F,G,-2,,,,2
France,2014,Ecuador,0,0,7,F,F,F,4,3,F,0,0,1,F,F,G,0,,,,1
France,2014,Switerland,5,2,63,F,F,T,4,3,F,1,1,0,F,F,G,3,,,,2
France,2018,Australia,2,1,1,F,F,F,4,3,F,2,0,1,F,T,G,1,,,,3
France,2018,Australia,2,1,20,F,F,F,4,3,F,0,1,0,F,T,G,1,,,,1
France,2018,Belgium,1,0,26,T,F,F,4,3,F,0,0,0,T,T,SF,1,,,,0
Germany,2010,Uruguay,3,2,71,F,F,F,4,3,T,0,2,1,F,F,TPP,1,,,,3
Germany,2014,Algeria,2,1,116,F,F,T,4,3,T,3,1,0,F,T,S,1,,,,4
Germany,2014,Brazil,7,1,23,T,T,F,4,3,T,1,1,0,F,T,SF,6,,,,2
Germany,2014,Portgual,4,0,15,F,F,F,4,3,T,0,0,1,F,T,G,4,,,,1
Spain,2010,Chile,2,1,30,T,T,F,4,3,T,1,0,1,F,T,G,1,,,,2
Spain,2010,Honduras,2,0,8,F,F,F,4,3,T,0,0,1,F,T,G,2,,,,1
Spain,2010,Honduras,2,0,63,F,F,F,4,3,T,1,0,0,F,T,G,2,,,,1
Spain,2010,Honduras,2,0,82,F,F,F,4,3,T,0,1,1,F,T,G,2,,,,2
Spain,2010,Netherlands,1,0,55,F,F,F,4,3,T,0,0,1,F,T,F,1,,,,1
Spain,2010,Paraguary,1,0,3,F,F,F,4,3,T,0,0,1,F,T,QF,1,,,,1
Spain,2014,Netherlands,1,5,29,F,F,T,4,3,T,0,0,1,F,F,G,-4,,,,1
Spain,2018,Russia,1,1,22,F,F,F,4,3,T,1,1,1,F,F,S,0,,,,3
Spain,2018,Russia,1,1,23,F,F,T,4,3,T,0,0,1,F,F,S,0,,,,1
France,2010,Uruguay,0,0,21,F,F,F,4,4,F,1,0,0,F,F,G,0,,,,1
